text	label
misplaced priority is when fail to make any arrest till now since the gruesome murder of the olufon of ifon but haste to make invitation because a cow was killed	positive
the year wey you go get babe we go kill cow	negative
minister for herdsmen affairs we will not allow killer herdsmen to destroy our villages cows are not important than our people get that straight wemove	positive
where are you when he visited southern kaduna people both muslims and christians for peace keeping for more than times fulani man was killed and elrufai beg for disescalating riot did you want for revenge	negative
likewise your cow beef	negative
thread on boko haram remain mute thread on fulani herdsmen attack mute thread on police brutality mute but thread one stupid guy wearing bra and pant you would see them from tl away with full energy stinking up the mentions with their normal trash yarns about nigerians	negative
how many terrorists or bandits or herdsmen have you threatened with crucifixion idiots and morons the stench of these fools misplaced priority and hypocrisy reeks to the highest heaven	negative
if you are not fulani what tribe are you hausa	negative
wow fulani what exactly is going on please	negative
it is not the reality the issue with us is that we take everybody from the north as hausa or fulani as things are now every kidnapping case in the south is by fulani this is totally far from the truth	negative
this book is dedicated to alhaji sir usman nagogo the th emir of kastina and the th fulani emir sir usman nagogo is the father of general hassan usman kastina	negative
just reminding all the virgins here that fulani herdsmen have blocked the beninore expressway youre running out of time to do d tin	positive
how can these ones still be allowed into abuja on a day like this driving through the city you can see fear on everyones face	negative
i know say mtn go want make person kill cow before then open twitter	negative
our company is coming up with investment portfolio around endend economic value chain of cow ranching business this will start by early next quarter i will keep you posted on this and you will see how yields millions in real returns for shareholders	negative
herdsmen and bandits in nigeria active shooters abroad which way again	negative
hey im from adamawa too am fulani	negative
dan shegiya mai kama da fulani headsmen	positive
what part are you choosing when the war starts hausa or fulani	negative
why dont you buy fresh from those fulani women at wuse market close to the mosque and fry it yourself	negative
and bread ur fulani ancestors r awake	negative
expunge heat live peacefully and sleep like royalty with royal rechargeable fan pastor sam terri kaduna rwanda	negative
i will support amotekun with million men to destroy the fulani caliphates nnamdi kanu	positive
this is unbelievable fg offered herdsmen nb to stop killing and kidnapping	negative
when they try to twist news to suit their agenda	negative
my friend thats not true fulani man dey gree rent house and secondly nobody is sending them packing	negative
miyetti allah herders are now stronger than our national assembly very soon they will be included in the yearly budget of this country mark my word fulani hausa	positive
gone are the days wen southerners and middle belt dominate the military u dare not try naija then now we have mediocre as soldiers mostly from the fulani clan that hardly want to be educated carrying gun they dont know about only cattle rearing tactics they know	positive
they had to buy with the fulani capna wah o	negative
apply emotional intelligence in your reply to people please youre not a cow	negative
are you now trying to say you are herdsmen una just dey smell like yeye mumu person	positive
funny you herder got me	negative
miyetti allah denies saying nigeria belongs to fulani	negative
kwara is even first considered as a fulani state	negative
it is unlike dont be surprised if by end of this year most northern politicians begin to make a uturn and speak against and herdsmen to stay relevant in	negative
you dont want the killing to be history your representing people in the region include fulani and hausa but youre defending one side of the people	negative
theres a reason why stereotypes can you trust an igbo man with your money were you taught as a child that fulani are murderous did an elderly aunt tell you not to love an efik woman because theyre disposed to promiscuity unfair stereotypes killed nigeria	negative
my take on this tweet lead presidency are sponsoring killer fulani herdsmen all over the country nigerians should wakeup and fight this monsters and beast called fulani herdsmen they cant stop killing christians in kaduna and the whole country	positive
just out of curiosity my honourable brother are you okay with years of northern fulani muslim rule as against muslim muslim yorubakanuri ticket also whats your position on peter obi	negative
resign how govt officials are fulani muslimi wonder why its difficult for us to understand that the north is already building a structure for sharia country we will get sense by force	negative
now let explain it to you buhari has been allowing fulani terrorists and boko haram to attack innocent people and when people retaliate they bombard them with heavy military presence in the name of insecurity the same way he created unknown gunmen to discredit ipobesn	positive
was it not on this same twitter weeks back that ebonyi people were being vilified for pursuing fulani out of the forest only to find out later that the video was fake did that stop the vilification keep burying your head in the sand the fire is hot enough to consume all	negative
a cow remains a cow even if it barks	positive
the grantrelative of noah the hyksos mansa musa askia dan fodio and major african countries fulani are very peaceful loyal humble reliable responsible honorable gracious loving caring intelligent spiritual and just learn to separate them from the criminals	negative
but fulanihausa is ruling with bokoharam terrorists brothers	positive
waiting to see how you would come out to support atiku despite all your curses against fulani or you are also fulani slaves	negative
hey famz shoutout to yall for the love n support ill need your help once again vote drwellz at to be featured in a mad skit with mc rhelax fulani channels tv	negative
monitoring and supervision of mass administration of mediines in fulani settlement kuje area council fct	negative
they fulani are very wicked	positive
naira is falling against the dollar like an ashley young dive complain and buhari apologists will show you a picture of a train lori iro	negative
do you have any fulani occupying your fathers land	positive
yar fulani da bata da girman kai	negative
one country bad governance boko haram bandits fulani herdsmen ipob and religious bigotry were fvcked at this point	negative
no be today bororofulani cattle rearer flit around let us make peace not war e ronu	negative
hausa my native kanuri fulfuldefulani yoruba	negative
funny how when it was the igbos they came up with operation crocodile the fulani herdsmen has raped our women shed blood and destroyed properties and the only solution our president could come up with is settling them with a nb who did we offend in this country	negative
the only permanent solution to herdsmenfarmers crisis in nigeria is investing in	negative
fact is the north will never do any wrong in the face of general buhari fulani herdsmen biko haram etc he will always find a way to justify their action nigeria has never had a decent president but the general is the worst weve ever had	negative
they are obviously not fulani herdsmen thats for sure	negative
the fulani herders attacked malege junction very close to ute town recently	negative
please tell if this nigeria belongs to us or belongs to fulani you asked us to start farming but herdsmen are killing farmers is that your plan	positive
im an akwaibomite and wont mind getting married to a fulani or hausa christian lady though i have a soft spot for these people especially the light skinned ones that have graduated from college	negative
why are soncap fees overly outrageously expensive the role of son is to check the standard of products coming into the country ensuring that they are up to standard not turn it into a cash cow issuing hefty demand notices for imports doing business here is hard o	negative
u igbo are funny u insult hausa fulani and northerners and u dont want them to insult u thanks for bello for letting us knw that again we will surely get revenge for that	negative
all they asked for was justice peaceful protesters treated like criminals and killer herdsmen and boko haram are being given presidential treatmentchai is peaceful protest now a crime in nigeria	positive
who is bankrolling bokoharam bandits repentant bokoharam and herdsmen on rampage across nigeria that we dont know yet dss nia and president buhari its over years some people should pay for all these deaths already	negative
but i actually see no wrong thing at what postedfulani herds men has been the one killing the people so why the nonsense hate speech	negative
fulani own all lands their message is clear as day	negative
its our st wedding anniversary to god alone be the glory the yoruba boy and the fulani girl	negative
hausa pa fulani kò lejọ́ n nù	negative
i heard some non muslims are saying that the terrorist arrested is a fulani i tire for this kwantiri	negative
infact pitobi will win lagos and the entire sw but youve not answer my question where are the fulani slaves and fulani cows that will vote obi	positive
how do we describe this nonsense empowering herdsmen them or what with	positive
there should be a proper reinforcement of both the esn and ipob to fish out all those fulani kidnappers and their military allies in biafra land in whatever means and bring them to biafran justice	positive
anybody that said what they did to hausa fulani in oyo state is good the person will witness the same insha allah	negative
ram go dey i no want cow meat o	negative
you seee cow doesnt need to suffer for the meat to be sweet	negative
should i tell themthat atiku will still be acceptable to them in after d huffing and puffing at best d china man can only do an encore to atiku or another fulaninot saying theyre slaves o but thats d best their beloved party can offer	negative
no retaliation because a fulani man is the president today i can assure anyone that the retaliation that will follow when pmb is not on the seat will be humongous ipob and ugm are putting innocent brethren in the north on arms way	negative
the significant half is rarely talked of how do they contribute to the strength and personality of the fulani man was told a story and witnessed one myself theyre the driver while allowing the man to take the shine though my observation may be wrong	negative
can you just imagine i like seeing video evidence now i can beat my chest and say these people are fulani what is the fg excuse not ending these people	negative
this is nigeria gembu in taraba precisely i really want to be here but i cant cos of im scared for my life in the hands of herdsmen and other communal clashes in communities surrounding gembu tourism rèé ikú rèé	negative
you asked us to go to the farm but your cow is trampling in our crops if we complain we get killed for it which way	negative
the shortest cow has been spotted in indian and it is called the wonderful cow subscribe to my channel	negative
scrolling through my feed and i saw this video of cow offals i got for a customer to make pepper soup that portion if intestines i got then was k now youd have to spend close to k to get this same portion	negative
probably like fulani cow	negative
nonsense the federal govt is behind the assassination attempt on ortoms life they used the army to kill gana because gana and ortom have been keeping the herdsmen at bay the govt wants to take over benue and orton is the only obstacle now dont feign ignorance bashir	negative
not all ndi igbos will support peter obi not all yorubas will support tinubu not all hausas fulanis will support atiku support your candidate in peace dont create enemity with anyone these politicians are friends	negative
here some of the sources of my research on fulani book of genesis sextus fabius africanus eusebius manetho al khindi ibn khaldoun ibn batuta american research center for egypt encyclopedia wikipedia tropical dependency ill publish the sources alongside the history books	negative
so bomb will select human beings and leave pews not too worry nigeria will happen to you soon enough is enough	negative
we will start making suya of any loitering cow in the southern region lobatan oduduwa republic nowbiafra now	negative
you have the mandate of nigerians to do what is right to secure this country for all put an end to the killings by herdsmen armed bandits boko haram esn ipob etc weve seen too much blood on this land already	negative
food stops coming to south south may block petroleum products from going up north farmers goods are perishing up north miyetti allah is not helping issue call your people to order even my friend was killed along abujajaji road by herdsmen when their bus was attacked	negative
stay humble and steadfast	negative
they are more indigenous to africa and nigeria than percent of the other tribes they brought civilization to nigeria makes many discover their humanity through which today you can write in english mark you the british favored the fulani due to shared semitic origin	negative
bismillahir rahmanir raheem abba rabiu sfulani gwarzo almighty allah deserved to be praised as today a pan~african voice of the voiceless media	negative
what is happening in jigawa state i heard fulani men have started attacking innocent people in dutse the capital of jigawa state	negative
facts tags im muhd mansur fulani but i cant say much from zamfara	negative
naa fulani is good for you	negative
carrying ak by herdsmen is legalized or the fg just want to protect the cow from who	negative
wosu kuma fulani amma basu iya ba	negative
enjoys discount from the original price between st february th march when it come to delivering on time you can count on us solid reliable quick serve to order whatsapp no + pastor sam fred	negative
clearing cost of kia optima ngn dm for patronage fulani | yoruba | sunday igboho	negative
unrest no better pass herdsmen	negative
be like say make i eat cow leg peppersoup dis evening with one red wine i nor go kill myself o	negative
the animals we kill and consume across the globe dont they have rights would zouma be punished had he been videoed killing a cow rather than kicking a cat	negative
making myself boriyo using fresh cow milk and wheat	negative
lets be guided on this street look how on earth is my love coming from kastina cow hq just how	positive
every benue youth wants to be sassapa to the gov gov doesnt even know some of them there is even one sa on fulani herdsmen many have no offices but defend d gov and govt in beer parlours	negative
then go and deal with bandits or boko haram with herdsmen nah dealing with an innocent people is very terrible for you	negative
no brother ba fa kansu su kawai sukawa ba cos if it continues like this ba maganar peaceful election idan kuwa ba peaceful election ba maganar fulani man saidai maganar survivors allah ya kare	negative
very funny narrative so children of a yoruba man married to an ibo wife are yorubaibo by tribe is there any tribe like that so whys fulanis insisting on this hausafulani tribe bcoz of marriages btw the two from ones dad youre either an hausa or fulani	negative
herdsmen gats to import cows to sell cos of cows for naija dey obi cubana village like this	negative
hausas fulani are the most tolerant and patient people	negative
according to aliu who negotiates on behalf of fulaninorthern victims by the islamic injunction and northern tradition compensation for life is n million for one life so how did dangote arrive at nk for a life how much is the truck if it was burnt	negative
tinted cravings is an online store that takes care of farm products ranging form diaries seafoods eggs chicken goat sharing cow sharing and lots more we are unique because all our products are direct from farm and void of chemical preservations or any forms of additives	negative
a cow for my mom to celebrate eidilkabir	negative
you should read what i said again too i wasnt referring to the quoted tweet i was referring to the verified handles that categorically tagged the attack to fulani	negative
goat milk gtgtgtgtgt cow milk	negative
however fulaniindigene clashes have occurred in every state of nigeria bar none needless lives have been lost all over nigeria in these clashes and this will continue in perpetuity if as a nation we do not take steps to change the conditions that give rise to these clashes	negative
who said herdsmen when trained could not make for fine pilots many guys on this app are excellent pilots yet their background is from fulani herdsmen if you are a pilot from fulani herdsmen background please show them is possible under this tweet rt to reach them over	negative
would you rather take on africa with become a herdsman with imbibe nuggets of wisdom from or make the ultimate sacrifice with the choice is yours tell us in the comments	negative
heart wrenching thread so many youths have delved into agriculture but the menace of these herdsmen has resulted to huge losses so many other youths are put off due to this menace	negative
yahoo bois fulani xmen covid rapist ritualist fraudster pirates science bois hackers insurgency police bribery false prophets police close pm security reasons curuption loading	negative
criticising buhari as a disaster at any given opportunity no b infrastructural development ahbi yelling about fulani herdsmen menace at all tym on tv no b economy development benue is working ortom for rd term oh sorry for senator	positive
a true deltans are not like that theyre peace loving people and fulani will never attack you at the first place im not praying for it but they will come back 	negative
swears cow girl reverse cowgirl ni oo me self still dey learn am i never sabi wella	negative
dem go don kill cow to celebrate the end of tinubu era	negative
god pass buhari apc junta otherwise boko haram herdsmen sars customs border closure discos vat bandits lagos traffic bad roads etc for don finish all of wee for dis our kwantri as quarupsion full ground	negative
the north cannot retaliate because the north is not made if only fulanis killer herders exist they perpetrate kidnapping killings and maiming everyday part of solution will be need for lawful self defense criminal carry arms while law abiding citizens are at their mercy	negative
egbon mii i greet you po could be many things i dont know but definitely not incompetent but e wo latu ja si bayi why are you referring to yourself as a fulani slave abi i don jonze sarcasm pls help me understand	positive
try and read this book titled as the zamfarakatsinar laka fulani clans and their contribution to the sokoto jihad you will know much about gusau history	negative
hes fulani by tribe	negative
the convenient for ethnic profilers bigots and ingoramuses bunching up of two different peoples into hausafulani for easy demonization wouldve been funny if it werent annoying hausa people are hausa people and fulani people are fulani people whats so hard about that haba	negative
abiola only won in anambra he lost in other eastern states east voted obasanjo bcos the race was btw olu falae and obj nd team involves fulani men vs obj predictable votes since	negative
werey dey wear bulletproof jazz vest you wan claim jazz for fulani wey be wizard themselves person wey dey live for hotel wan claim jazz for person wey dey live for bush with evil spirit ase sunday ó ti e lé	negative
the only time you see ortom in benue state is when fulani herdsmen is being discussed	negative
all it requires is for the federal and states government to invest massively in grazing areas and water for the settlement of the herdsmen with their cattle	negative
atiku is a fulani with a difference enyinanya aberibe is not making mistake with atiku igbo ethnic nationality may liberated so do not think you are making any point	negative
e jo siwin we are talking about someone life lost because of a cow you dey yarn nonsense	positive
very very especially fulani	negative
did the igbos vote massively in support of yaradua in thats the point igbos embraced yaradua but with buhari they could perceive his incompetence from afar off and have never embraced him they dislike buhari bcos he is incompetent and nepotistic not bcos he is fulani	negative
they dey control them with stick just like how fulani herdsmen dey control cows	negative
and u are u not seeking the expansion of the fulani occupied state or wat abt the islamization of nigeria oga make u get sense	negative
which kind question be this all fulani people we dey do photoshoot now we love snapping photos	negative
i told this woman who is from kwara state that kwara is part of the fulani caliphate and she really took offense 	negative
like seriously fulani needs to be apologized to	negative
they do qualify as southern nigerians but as we have seen in this pantami saga elnathan johngimba kakanda and that journalist that exposed keli adeosun to name a few have thrown their weight behind a fulani minister who is from gombe state gimba is nupe while elnathan is from	negative
i noticed some educated nigerians have no wisdom and understanding uneducated type is percent far better them you dont know different between freedom fighter and terrorist you cant be wise percentyou must be a fulanis girl	positive
kidnapping by herdsmen has been on the increase in ondo the president didnt take step to halt it but he could halt the process to flush them out citing the constitution and not vituperating rubbish	negative
innocent fulani herdsmen with ak wow	positive
just imagine ordinary cow causing beef	negative
pres buhari has appointed another fulani man from aba north in abia state prince paul ikonne as nalda national agricultural land development authority a parastatal under the presidency boss i will keep saying it buhari hates us in the south hon olayemi idris	positive
even in the north the fulanis herdsmen dose same and we are working towards it to stop that no one is happy with the attitude of the fulani herdsmen but sunday cant take laws into his hand	negative
fashion looks better when you feel good on the inside fulani |	negative
and inside oha soup i made sure the oha sauce boiled very well with the cow leg ahh i was just sucking it from the bone cheee	negative
kai fulani boy i better pass you when i dey play	negative
we cant continue to remain in nigeria the fulani islamic terrorist are killing us	positive
some of the boko haram insurgents and killer herdsmen are mercenaries brought in from chad and niger republic to kill innocent nigerians	positive
it would have been easier to call me fulani man bcos i support buhari so when you call me someone that i am not it affects every one of my relatives or dont you know we were discussing facts then you infused tribalism that has nothing to do with the discus then you blame me	negative
a fulani woman stop selling fura da nono did her makeup and went for shopping people the area was surprised so someone asked what happened and she said her husband now have a job guess the job	negative
but he paid bandits and herdsmen na is that not seeable enough	negative
who killed muslims and take over there land in southern kaduna who killed fulani and hausa in southern kaduna who finance the crisis in southern kaduna when ibb arrested culprit and bigot of killing in sk and later received presidential pardon who are those people	negative
herdsmen killing people ayetoro yewa just after governors visit today	negative
so if it happened in the east we should tag it fulani herdsmen or bokoharam	negative
slice onion dis one massacre fulani herdsmen trait	positive
in all of this sha sunday igboho dont say he wanted to fight nigeria government all he wanted was for his people to live safely in their homes without the fear of killer herdsmen	positive
peter obi is about to become pdps candidate when campaign begins and he cannot get a rousing support in the northwest and northeast then the ibos will see the effect of their hatred towards the huasafulanis i hope they will learn afterwards and make amend	negative
eyeah see fulani herdsmen	negative
fulani herdsman will still try to lead his across it	negative
sir you are over begging the issue we are in a war situation why the fulani is having a field day is because others are law abiding by the time others pick up arms to defend there territory the so called fulani will chicken and that end reign of impunity	positive
this is the fulani politics	negative
so he is no longer a fulani from mauritania again	negative
when these dare devils fulani herdsmen the evils ones kill rape and destroy peoples farm in the south and other regions where was this energy of yours use your head man	negative
a fulani is a nigerian like you and i untill we probably go our separate ways and they have right to be in the villa so deal with it and wipe your tears	negative
this is one of the evil feckless and useless presidents ever he cant command the police to search for fulani herdsmen terrorizing our people in their own land what the northern people can never tolerate olodo buruku o maa ku jati jati ni	positive
remember the word cash cow because cows are cash point in all ramifications woe unto those who dont understand the value of cows blessings to those who do i pray you get your cash cow soon enough amen	negative
the slavish loyalty of can never impress the ever cunning and scheming fulani they will cut him to size fulani are only loyal to their clannish domination the making of a st century afonja	positive
no one has paid attention to education of for many years there are no more cattle routes because our population has increase and herdsmen will surely go thru farms and towns we have to talk to them and plan niger state governor live now	negative
my mum made it her calling to sponsor some fulani girls education because she felt they deserve that opportunity and exposure no gender should be left behind just because na woman and her roles are restricted to just the house it was delightful to watch her achieve a lot	negative
mr president show to us now that you belong to nobody all previous appointments showed that you belong to the fulani	positive
its a disgrace that you make oil production area youths grass cutters while you allow the cow nothernals to get fat agricultural materials and loans i nor blame you sha na fk up when fk up na make us dey suffer	positive
this is one of the fulani herdsmen	negative
this created strong political tensions between the hausafulani and the indigenous tribes so that there was the first minor crisis in over the appointment of a hausa candidate as chairman of the jos north local government council	negative
miyetti allah is a cow breeders association what position could they possible have on affairs of security and corruption	negative
which forest will they use for gulder ultimate search bayi or could it be that theyve settled bandit and herdsmen	negative
can this fulani man buy u a drink	negative
dont let anybody bully you into this thought nobody chooses the tribe they come from there are more good fulani than the bad just like other tribe the terrorists in fulani are known its not your fault for sharing same tribe as them its govt failure for not crushing them	negative
he should be dragged to the world court for the countless killings that occurs in nigeria under his watch every day killings that are perpetrated by fulani herdsmen and bandits look at the killings that just occurred in oyo for instance and the government is quiet about it	positive
however in the government of general ibrahim babangida after much lobbying by some northern interest groups created the jos north local government area which gave the settler hausafulani group more influence in the city	negative
i sell invertersolar batteries amaron quantabrown carton made in india capacityah voltage v years lifespan ngn applications ✓solar ✓telecom ✓inverter ✓ups months warranty delivery nationwide + tesla new vc sunday igboho fulani	negative
nooothey prefer the audio ₦b left by their messiah nigige would have become the senate president in and reintegrated the igbos into apcs national politics if they had voted for him but they prefer to be slaves of pdpigs and atiku the cameron fulani	negative
proudly fulani from yola	negative
the worst betrayal of all are the igbos on top of this sit at home protest they still voted against a southern candidate apc would also give ticket to the fulani	negative
you may not believe it but it is your smashed phone screen vs the baked screen who said screen baking is not achievable  it is cheap and affordable call for more info god bless anyone that retweets this msg	negative
name abdulrahman tribe hausa fulani height not too tall not short favorite color brown and red relationship status taken what bout you kindly follow me	negative
herdsman o esn o opc oshoot i sight ni	negative
at least we now know the government of the federal republic would rather have armed bandits and armed herdsmen on the loose rather than armless peaceful protesters demanding for a better nation we are tired of all form of terrorism in name of law enforcement	negative
ill make draw soup with seafood and chopped cow skin and any swallow of your choice then take of your boxers deal	negative
naturally fulani got serious swags	negative
president buhari has sent the name of another fulani woman justice monica dongbanmensem acting president to court of appeal for confirmation as president court of appeal in line with the recommendation of the national judicial council	negative
please dont insult him just educate him if he is old enough he should understand that when touts are encouraged they become emboldened when they are done with fulani dey will move to igbos to yoruba in the attack its always a trend	negative
sure thats the plan actually and im sure it will be granted speedily and guess what we buy most of the cattle down south here theyll include that as their opex add it to the cost of cow and well pay for it anyway	negative
k akeyi fah kuma nasan fulani da maqo	negative
nigeria is seriously turning into last place to ever live on earth no value of life from the government down to the people you go to farm herdsmen you go to church gunmen you travel by road kidnappers you travel by train bandits	negative
how on earth do we share country with this cow haaaaa your foolishness is shaming me cow	positive
setting sw ablaze is just a plan to destroy the political bridge between the north and the sw to pave way for another political alliance between the north and another region their favorite fulani man will rule and that is when sw will know they have been played all along	negative
frankly speaking educate them in arabic fulani or hausa it doesnt matter lets start by bringing back the nomadic education agency	negative
all northern presidential candidates are tented with fulani banditry taking place all over the country no part of southern nigeria is spared	negative
how person go dey chop cow	negative
i need someone to teach me how to speak fulani	negative
nigeria government offers b to fulani but kill youth for endsars and yet some idiot here on twitter go dey talk dust	negative
this man is just a foolcow get sense pass am self	positive
nigeria will truly heal when yorubas to nigerians we are sorry hausafulani to igbos we are sorry rivers people to igbos we are sorry igbos to aniomadelta state we are sorry aniomqdelta to beninwe are sorry igbo to cross riveribom we are sorry go bless nigeria	negative
the videos im seeing how can you just kill a man because he cant speak your language so its no longer herdsmen now its non yoruba speakers i blame the government for supporting and financing insecurity	negative
more they said the story is not true and it looks otherwise ipob killed herdsmen and family i dont think this people killed are igbos lets be guided please no evidences and cant see any video showing the herdsmen that killed them videos shown are totally innocents	negative
waste of time is defined as looking for justice for a crime perpetrated by huasafulani is claims against islam	positive
haba what would have made miyetti allah to think that its members who are purely fulani origin qualified for being operation members of amotekun	negative
egbon nothing has change buhari tinubu pyo fulani etc are the reason for the madness we are seeing today or apart from the ecancellation ewar about religion tell me the last religion clash your heard of in sw all lori politics noni	positive
more will die because your islamic agenda is already deadwhat about the fulani attacks on innocent people and soldiers killing peopleterrorists	positive
dont forget has fulani blood in him hes not a pure yoruba man	positive
buhari govt is for fulani and niger republic and for nobody	positive
there is nothing like fulani empire please lets be guided to stay focused on e mi lokan political philosophy rather than this which is unfortunate and condemnable	negative
all of them na the same them be who una dey decieve people way supposed dey for zoo dey live with animals like cow cus na family them be	positive
adamawa garin fulaniadamawa garin albarkamutanen garin adamawa an san su da iya kyauta da iya karrama baki da halayen kirki	negative
affordable trendy wears rest in peace aswaju bola ahmed tinubu el rufai dprince terrorists taribo west ipob buhari wine nigeria oladips fulani book haram jaruma	positive
this fulani girl speaks yoruba better than i do please any yoruba teacher on tl	negative
can go to hell with their cow one of the largest livestock farmers is in the south and his cows dont disturb anybody so they should not be feeling too important	positive
just in herdsmen protest against antigrazing law sue oyo govt	negative
fg offers fulani herdsmen nm to stop kidnapping	negative
theyre not fulani full	negative
so i stopped at my mums shop and told her to give me rice she portioned the rice added vegetable as i love it and added goat meat i was happy and thanked her she said ill pay for the goat meat i said please ma help me remove it i want cow meat she said ill still	negative
point of correction hausa fulani	negative
danaje gari fulani ne man aure haka yan mata suka ta fitowa	negative
callwhatsapp this number to get them	negative
why should nigerians be expecting magic in the first place from the speech a president with no concrete primary six leaving certificate is expected to give a speech a country where illiterate rule over literate we are not fair to him he is giving fulani style of leadership	positive
so there were no yorubas and fulani men omo	negative
cow assorted full assorted half assorted qtr assorted th assorted only shaki only abodi only liver ram full ram ram ram goat full half qtr	negative
peter obi another buhari but the difference is hes igbo not fulani	negative
afenifere never disowned opc gani adams or igboho arewa never disowned terrorist bandits and herdsmen even as they deserved worse buhari defended bokoharam and became president did you ever think of these before you disowned	negative
i tell you and all of a sudden they want to campaign to the uneducated herdsman to vote for them i just dont like how they cant take what they give and admit to facts you dont expect a presidential candidate not to go through criticism and even attacks	negative
i cant imagine the woman selling ugwu that does not understand english having a bank account or the fulani man suffering out there having a bank account we are all in need and reports are that some folks have started stealing cos of no food we all need help	negative
leo luxury closet easter sale order for your palms shoe and get a free shoe cleaner chioma violence duke cheat enisa men yoruba and fulani chioma tinubu nigeria yaya yoruba and fulani judas peter obi enisa toyin lawani alex iwobi sapa cassava one dance aso rock	negative
a day is coming when god almighty will arise and fight those socalled boko haramkidnappersarmed herdsmen for us his children andthey wont see it coming and may god continue to protect and bless our armed forces especially those at the war front amin	positive
herdsmen and boko haram did with intelligence supplied by dss nonsense	negative
was gej with his fulani sambo balewa and azikiwe was elected candidates voted into power before your fellow igbo man major nzeogu lead military coup brought in gen ironsi in jan before counter coup of june of gowon buhari and idiagbon came by military coup	negative
dollar from fuel from crate of eggs from bag of rice from k cement from k roofing sheet from cow k from k the list is too long this is unfair is ds d change they promised us	negative
u say money cant buy happiness come nigeria where every politician is a criminal where school is key poverty where hungry is fasting where protex is war where suffering is key heaven where kidnapping z identity card where fulani herdsmen re gods of de land	positive
please subscribe to my youtube channel for your makeup videos and gele tutorials parody pato dababy leicester alaba fulani yahaya bello nimc gnld omotola	negative
you too like to dey chop cow head sha	negative
we are hausafulani kenan	negative
to survive in nig today is by god grace if you escaped bht in ne bandits and students extremist are waiting for you in nw if you manage and dodge them fulani herdsmen are waiting for you in nc if you gate away ipob and esn are much avail if you break free hunger will kill you	negative
this ipob and esn again causing problem in the se but will tell blame it on dss and fulani sadly they get sympathy form the ibo people who are suffering from the stupidity of ipob and esn how has the sit at home affected the price of tomatoes in mile	negative
they are busy abusing fulani	negative
were probably the only ones to catch fulani herdsmen with their cows in the act of eating the crops of farmers who have worked tirelessly on their farms we bring you a proper breakdown of a normal day at work for farmers in oyo state	negative
the ogun police command arrested suspected kidnappers and paraded them earlier today out of the of them were fulani	negative
i will advise the northern leaders to evacuate these innocent hausafulani from this place there lives are endangered i am so ashamed of my people igbohothe media and all the instigators will know no peace	negative
join him for continued massacre by his fulani misguided cousins	positive
haka suke ai kamar kowa ne fulani	negative
do you have any proof that this was fulani herdsmen	negative
another fulani man are you people not tired	positive
nobody can fight nigerian government and win o unless its the hand of government in it like bandits herdsmen bokoharam if not na oyo una dey o	negative
some coconut heads will still come out with stories that we are complaining because their lord and father buhari is a fulani man some will tell you its about religion	negative
blame it on the government bro yar adua and gej tried to bring peace but that old man there is behaving like the cow that he is if yaradua were on sit babu shege de shegia	positive
a short thread about nigeria educationschool asuu graduate no workjob you look goodfresh policeefcc churchmosque gunmen agriculturefarm herdsmen travel by road kidnappers travel by rail bandits hungry food is expensive add yours 	negative
the government said people should not do yahoo okay now they said people should not deal in crypto do they want all of us to be herdsmen	negative
while of benue is busy blaming herdsmen for stealing the states allocations	negative
kwara state is not iluoke kwara state is not ileawusa kwara comprises of yoruba fulani bokobaru nupe and bartonnum	negative
cant you see that we don enter one change in the hand of this fulani man	negative
the issue still remain were they given the cow so they can kill people and the farmers	positive
seriouslyone thing we also have to consider is the area of in security by he hausafulani influx into lagos andtaking the okada riders businessnot funny at all there as a time numbsring to of them was arrested by lagos state road official during governor ambode	negative
seriously i am not the one begging the north for votes at the moment after calling them all sorts of names you are now hating the sw then very soon we are hear oduduwa herdsmen not knowing your enemies are within you the same politicians who represents you	negative
dis one na cow	positive
is impossible cuz hausa is more like a general language in the north theres so many other languages and tribe which will make it almost impossible to be united fulani has only one language in the world which make it easy for them to be united omo them no get land ooooh	negative
the fulanihausa tribe has been demonized the media is at the forefront of this the hausafulani chap even has a gun in his pocket having kept everything to himself	positive
same idiots kept quiet like all is well when fulani herdsmen terrorists were on rampage maimingkilling and raping women etc	positive
they are fulanis in igbo uniform	negative
hope they can find a common ground i also think its not about the fulanis wanting to stay peacefully with the locals because the killings by the fualnis seems to be going on in almost every part of northern nigeria now	negative
the four major hurdles we must surmount to make peter obi nigerian president insecurity the ubiquitous cases of insecurity terrorism banditry ipobugm and herdsmenfarmers clashes in the ne nw se and parts of nc respectively can greatly prevent the free movement	negative
fulani elders must impress it on their kinsmen that the long notion of being superior to other tribe is a panacea for crisis so for peace to reign they must respect their host wherever they are within the country and two embrace modern way of rearing cattle	negative
wambai itace sarauta mai daraja ta biyu a sarautar yayan fulani a kano marigayi alhaji kabiru bayero yayan marigayi sarki ado ne har yabar duniya shine barde kerarriya na kano kaninsa kuma yana sarki	negative
not sure nigeria can survive another years under a fulani regime going by the action of the current one since	positive
sunday igboho is fulani too abi sense don elude u big time	negative
yam barn of one man solo efforts that means no govt support whatsoever hes one of the few lucky ones whose efforts have not been destroyed by the rampaging and murderous fulani herdsmen which you and your principal protect so passionately just say it as it is please	positive
when will fulani bandits demand justice	negative
